2024-05-26 04:04:28,101 INFO    StreamThr :178296 [internal.py:wandb_internal():86] W&B internal server running at pid: 178296, started at: 2024-05-26 04:04:28.101657
2024-05-26 04:04:28,103 DEBUG   HandlerThread:178296 [handler.py:handle_request():146] handle_request: status
2024-05-26 04:04:28,104 INFO    WriterThread:178296 [datastore.py:open_for_write():87] open: /home/ahmad/Desktop/Graduation Proj/MedIAnomaly/reconstruction/wandb/run-20240526_040428-e4e01z6s/run-e4e01z6s.wandb
2024-05-26 04:04:28,104 DEBUG   SenderThread:178296 [sender.py:send():379] send: header
2024-05-26 04:04:28,107 DEBUG   SenderThread:178296 [sender.py:send():379] send: run
2024-05-26 04:04:28,720 INFO    SenderThread:178296 [dir_watcher.py:__init__():211] watching files in: /home/ahmad/Desktop/Graduation Proj/MedIAnomaly/reconstruction/wandb/run-20240526_040428-e4e01z6s/files
2024-05-26 04:04:28,720 INFO    SenderThread:178296 [sender.py:_start_run_threads():1124] run started: e4e01z6s with start time 1716685468.101627
2024-05-26 04:04:28,727 DEBUG   HandlerThread:178296 [handler.py:handle_request():146] handle_request: check_version
2024-05-26 04:04:28,727 DEBUG   SenderThread:178296 [sender.py:send_request():406] send_request: check_version
2024-05-26 04:04:29,016 DEBUG   HandlerThread:178296 [handler.py:handle_request():146] handle_request: run_start
2024-05-26 04:04:29,025 DEBUG   HandlerThread:178296 [system_info.py:__init__():26] System info init
2024-05-26 04:04:29,025 DEBUG   HandlerThread:178296 [system_info.py:__init__():41] System info init done
2024-05-26 04:04:29,025 INFO    HandlerThread:178296 [system_monitor.py:start():194] Starting system monitor
2024-05-26 04:04:29,025 INFO    SystemMonitor:178296 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-26 04:04:29,025 INFO    HandlerThread:178296 [system_monitor.py:probe():214] Collecting system info
2024-05-26 04:04:29,025 INFO    SystemMonitor:178296 [interfaces.py:start():190] Started cpu monitoring
2024-05-26 04:04:29,026 INFO    SystemMonitor:178296 [interfaces.py:start():190] Started disk monitoring
2024-05-26 04:04:29,027 INFO    SystemMonitor:178296 [interfaces.py:start():190] Started gpu monitoring
