2024-05-25 20:55:39,946 INFO    StreamThr :167860 [internal.py:wandb_internal():86] W&B internal server running at pid: 167860, started at: 2024-05-25 20:55:39.945814
2024-05-25 20:55:39,948 DEBUG   HandlerThread:167860 [handler.py:handle_request():146] handle_request: status
2024-05-25 20:55:39,948 INFO    WriterThread:167860 [datastore.py:open_for_write():87] open: /home/ahmad/Desktop/Graduation Proj/MedIAnomaly/reconstruction/wandb/run-20240525_205539-lbit6jac/run-lbit6jac.wandb
2024-05-25 20:55:39,949 DEBUG   SenderThread:167860 [sender.py:send():379] send: header
2024-05-25 20:55:39,951 DEBUG   SenderThread:167860 [sender.py:send():379] send: run
2024-05-25 20:55:40,489 INFO    SenderThread:167860 [dir_watcher.py:__init__():211] watching files in: /home/ahmad/Desktop/Graduation Proj/MedIAnomaly/reconstruction/wandb/run-20240525_205539-lbit6jac/files
2024-05-25 20:55:40,489 INFO    SenderThread:167860 [sender.py:_start_run_threads():1124] run started: lbit6jac with start time 1716659739.945801
2024-05-25 20:55:40,496 DEBUG   HandlerThread:167860 [handler.py:handle_request():146] handle_request: check_version
2024-05-25 20:55:40,497 DEBUG   SenderThread:167860 [sender.py:send_request():406] send_request: check_version
2024-05-25 20:55:40,778 DEBUG   HandlerThread:167860 [handler.py:handle_request():146] handle_request: run_start
2024-05-25 20:55:40,786 DEBUG   HandlerThread:167860 [system_info.py:__init__():26] System info init
2024-05-25 20:55:40,786 DEBUG   HandlerThread:167860 [system_info.py:__init__():41] System info init done
2024-05-25 20:55:40,786 INFO    HandlerThread:167860 [system_monitor.py:start():194] Starting system monitor
2024-05-25 20:55:40,786 INFO    SystemMonitor:167860 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-25 20:55:40,787 INFO    HandlerThread:167860 [system_monitor.py:probe():214] Collecting system info
2024-05-25 20:55:40,787 INFO    SystemMonitor:167860 [interfaces.py:start():190] Started cpu monitoring
2024-05-25 20:55:40,788 INFO    SystemMonitor:167860 [interfaces.py:start():190] Started disk monitoring
2024-05-25 20:55:40,788 INFO    SystemMonitor:167860 [interfaces.py:start():190] Started gpu monitoring
2024-05-25 20:55:40,789 INFO    SystemMonitor:167860 [interfaces.py:start():190] Started memory monitoring
2024-05-25 20:55:40,789 INFO    SystemMonitor:167860 [interfaces.py:start():190] Started network monitoring
2024-05-25 20:55:40,794 DEBUG   HandlerThread:167860 [system_info.py:probe():150] Probing system
2024-05-25 20:55:40,796 DEBUG   HandlerThread:167860 [system_info.py:_probe_git():135] Probing git
2024-05-25 20:55:40,801 DEBUG   HandlerThread:167860 [system_info.py:_probe_git():143] Probing git done
2024-05-25 20:55:40,801 DEBUG   HandlerThread:167860 [system_info.py:probe():198] Probing system done
2024-05-25 20:55:40,801 DEBUG   HandlerThread:167860 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-14-generic-x86_64-with-glibc2.37', 'python': '3.10.13', 'heartbeatAt': '2024-05-25T17:55:40.794965', 'startedAt': '2024-05-25T17:55:39.942262', 'docker': None, 'cuda': None, 'args': ('-d', 'vin', '-m', 'constrained-ae', '-g', '0', '-f', '3', '--beta', '0.001', '--grad-pen-weight', '0.00001', '--train-weight-decay', '0.000005'), 'state': 'running', 'program': '/home/ahmad/Desktop/Graduation Proj/MedIAnomaly/reconstruction/train.py', 'codePathLocal': 'train.py', 'codePath': 'reconstruction/train.py', 'git': {'remote': 'https://github.com/caiyu6666/MedIAnomaly.git', 'commit': 'a7874d7cb694f2fc0c28ec6b042f6b832441ad3c'}, 'email': 'ahmad.abbas176@yahoo.com', 'root': '/home/ahmad/Desktop/Graduation Proj/MedIAnomaly', 'host': 'ahmad', 'username': 'ahmad', 'executable': '/home/ahmad/anaconda3/envs/torch/bin/python', 'cpu_count': 4, 'cpu_count_logical': 4, 'cpu_freq': {'current': 3.5997500000000002, 'min': 800.0, 'max': 4200.0}, 'cpu_freq_per_core': [{'current': 3.6, 'min': 800.0, 'max': 4200.0}, {'current': 3.6, 'min': 800.0, 'max': 4200.0}, {'current': 3.6, 'min': 800.0, 'max': 4200.0}, {'current': 3.599, 'min': 800.0, 'max': 4200.0}], 'disk': {'/': {'total': 146.32369995117188, 'used': 106.40539169311523}}, 'gpu': 'NVIDIA GeForce GTX 1060 3GB', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1060 3GB', 'memory_total': 3221225472}], 'memory': {'total': 15.52878189086914}}
2024-05-25 20:55:40,801 INFO    HandlerThread:167860 [system_monitor.py:probe():224] Finished collecting system info
2024-05-25 20:55:40,801 INFO    HandlerThread:167860 [system_monitor.py:probe():227] Publishing system info
2024-05-25 20:55:40,802 DEBUG   HandlerThread:167860 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-05-25 20:55:41,490 INFO    Thread-12 :167860 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ahmad/Desktop/Graduation Proj/MedIAnomaly/reconstruction/wandb/run-20240525_205539-lbit6jac/files/conda-environment.yaml
2024-05-25 20:55:43,972 DEBUG   HandlerThread:167860 [system_info.py:_save_conda():222] Saving conda packages done
2024-05-25 20:55:43,973 INFO    HandlerThread:167860 [system_monitor.py:probe():229] Finished publishing system info
2024-05-25 20:55:43,974 DEBUG   SenderThread:167860 [sender.py:send():379] send: files
2024-05-25 20:55:43,974 INFO    SenderThread:167860 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-05-25 20:55:44,076 DEBUG   HandlerThread:167860 [handler.py:handle_request():146] handle_request: python_packages
2024-05-25 20:55:44,076 DEBUG   SenderThread:167860 [sender.py:send_request():406] send_request: python_packages
2024-05-25 20:55:44,077 DEBUG   HandlerThread:167860 [handler.py:handle_request():146] handle_request: stop_status
2024-05-25 20:55:44,077 DEBUG   SenderThread:167860 [sender.py:send_request():406] send_request: stop_status
2024-05-25 20:55:44,079 DEBUG   HandlerThread:167860 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-25 20:55:44,466 DEBUG   SenderThread:167860 [sender.py:send():379] send: telemetry
2024-05-25 20:55:44,468 DEBUG   SenderThread:167860 [sender.py:send():379] send: exit
2024-05-25 20:55:44,468 INFO    SenderThread:167860 [sender.py:send_exit():586] handling exit code: 1
2024-05-25 20:55:44,468 INFO    SenderThread:167860 [sender.py:send_exit():588] handling runtime: 3
2024-05-25 20:55:44,469 INFO    SenderThread:167860 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-05-25 20:55:44,469 INFO    SenderThread:167860 [sender.py:send_exit():594] send defer
2024-05-25 20:55:44,470 DEBUG   HandlerThread:167860 [handler.py:handle_request():146] handle_request: defer
2024-05-25 20:55:44,470 INFO    HandlerThread:167860 [handler.py:handle_request_defer():172] handle defer: 0
2024-05-25 20:55:44,470 DEBUG   SenderThread:167860 [sender.py:send_request():406] send_request: defer
2024-05-25 20:55:44,470 INFO    SenderThread:167860 [sender.py:send_request_defer():610] handle sender defer: 0
2024-05-25 20:55:44,470 INFO    SenderThread:167860 [sender.py:transition_state():614] send defer: 1
2024-05-25 20:55:44,470 DEBUG   HandlerThread:167860 [handler.py:handle_request():146] handle_request: defer
2024-05-25 20:55:44,470 INFO    HandlerThread:167860 [handler.py:handle_request_defer():172] handle defer: 1
2024-05-25 20:55:44,470 DEBUG   SenderThread:167860 [sender.py:send_request():406] send_request: defer
2024-05-25 20:55:44,470 INFO    SenderThread:167860 [sender.py:send_request_defer():610] handle sender defer: 1
2024-05-25 20:55:44,470 INFO    SenderThread:167860 [sender.py:transition_state():614] send defer: 2
2024-05-25 20:55:44,470 DEBUG   HandlerThread:167860 [handler.py:handle_request():146] handle_request: defer
2024-05-25 20:55:44,471 INFO    HandlerThread:167860 [handler.py:handle_request_defer():172] handle defer: 2
2024-05-25 20:55:44,471 INFO    HandlerThread:167860 [system_monitor.py:finish():203] Stopping system monitor
2024-05-25 20:55:44,471 DEBUG   SystemMonitor:167860 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-05-25 20:55:44,471 DEBUG   SystemMonitor:167860 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-05-25 20:55:44,471 DEBUG   SystemMonitor:167860 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-05-25 20:55:44,471 INFO    HandlerThread:167860 [interfaces.py:finish():202] Joined cpu monitor
2024-05-25 20:55:44,472 INFO    HandlerThread:167860 [interfaces.py:finish():202] Joined disk monitor
2024-05-25 20:55:44,490 INFO    Thread-12 :167860 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/ahmad/Desktop/Graduation Proj/MedIAnomaly/reconstruction/wandb/run-20240525_205539-lbit6jac/files/conda-environment.yaml
2024-05-25 20:55:44,490 INFO    Thread-12 :167860 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ahmad/Desktop/Graduation Proj/MedIAnomaly/reconstruction/wandb/run-20240525_205539-lbit6jac/files/output.log
2024-05-25 20:55:44,490 INFO    Thread-12 :167860 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ahmad/Desktop/Graduation Proj/MedIAnomaly/reconstruction/wandb/run-20240525_205539-lbit6jac/files/requirements.txt
2024-05-25 20:55:44,490 INFO    Thread-12 :167860 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ahmad/Desktop/Graduation Proj/MedIAnomaly/reconstruction/wandb/run-20240525_205539-lbit6jac/files/wandb-summary.json
2024-05-25 20:55:44,490 INFO    Thread-12 :167860 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ahmad/Desktop/Graduation Proj/MedIAnomaly/reconstruction/wandb/run-20240525_205539-lbit6jac/files/wandb-metadata.json
2024-05-25 20:55:44,522 INFO    HandlerThread:167860 [interfaces.py:finish():202] Joined gpu monitor
2024-05-25 20:55:44,522 INFO    HandlerThread:167860 [interfaces.py:finish():202] Joined memory monitor
2024-05-25 20:55:44,522 INFO    HandlerThread:167860 [interfaces.py:finish():202] Joined network monitor
2024-05-25 20:55:44,522 DEBUG   SenderThread:167860 [sender.py:send_request():406] send_request: defer
2024-05-25 20:55:44,522 INFO    SenderThread:167860 [sender.py:send_request_defer():610] handle sender defer: 2
2024-05-25 20:55:44,522 INFO    SenderThread:167860 [sender.py:transition_state():614] send defer: 3
2024-05-25 20:55:44,523 DEBUG   SenderThread:167860 [sender.py:send():379] send: stats
2024-05-25 20:55:44,523 DEBUG   HandlerThread:167860 [handler.py:handle_request():146] handle_request: defer
2024-05-25 20:55:44,523 INFO    HandlerThread:167860 [handler.py:handle_request_defer():172] handle defer: 3
2024-05-25 20:55:44,523 DEBUG   SenderThread:167860 [sender.py:send_request():406] send_request: defer
2024-05-25 20:55:44,523 INFO    SenderThread:167860 [sender.py:send_request_defer():610] handle sender defer: 3
2024-05-25 20:55:44,523 INFO    SenderThread:167860 [sender.py:transition_state():614] send defer: 4
2024-05-25 20:55:44,523 DEBUG   HandlerThread:167860 [handler.py:handle_request():146] handle_request: defer
2024-05-25 20:55:44,523 INFO    HandlerThread:167860 [handler.py:handle_request_defer():172] handle defer: 4
2024-05-25 20:55:44,523 DEBUG   SenderThread:167860 [sender.py:send_request():406] send_request: defer
2024-05-25 20:55:44,523 INFO    SenderThread:167860 [sender.py:send_request_defer():610] handle sender defer: 4
2024-05-25 20:55:44,523 INFO    SenderThread:167860 [sender.py:transition_state():614] send defer: 5
2024-05-25 20:55:44,524 DEBUG   HandlerThread:167860 [handler.py:handle_request():146] handle_request: defer
2024-05-25 20:55:44,524 INFO    HandlerThread:167860 [handler.py:handle_request_defer():172] handle defer: 5
2024-05-25 20:55:44,524 DEBUG   SenderThread:167860 [sender.py:send():379] send: summary
2024-05-25 20:55:44,524 INFO    SenderThread:167860 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-05-25 20:55:44,524 DEBUG   SenderThread:167860 [sender.py:send_request():406] send_request: defer
2024-05-25 20:55:44,524 INFO    SenderThread:167860 [sender.py:send_request_defer():610] handle sender defer: 5
2024-05-25 20:55:44,524 INFO    SenderThread:167860 [sender.py:transition_state():614] send defer: 6
2024-05-25 20:55:44,524 DEBUG   HandlerThread:167860 [handler.py:handle_request():146] handle_request: defer
2024-05-25 20:55:44,524 INFO    HandlerThread:167860 [handler.py:handle_request_defer():172] handle defer: 6
2024-05-25 20:55:44,525 DEBUG   SenderThread:167860 [sender.py:send_request():406] send_request: defer
2024-05-25 20:55:44,525 INFO    SenderThread:167860 [sender.py:send_request_defer():610] handle sender defer: 6
2024-05-25 20:55:44,527 DEBUG   HandlerThread:167860 [handler.py:handle_request():146] handle_request: status_report
2024-05-25 20:55:44,719 INFO    SenderThread:167860 [sender.py:transition_state():614] send defer: 7
2024-05-25 20:55:44,719 DEBUG   HandlerThread:167860 [handler.py:handle_request():146] handle_request: defer
2024-05-25 20:55:44,719 INFO    HandlerThread:167860 [handler.py:handle_request_defer():172] handle defer: 7
2024-05-25 20:55:44,719 DEBUG   SenderThread:167860 [sender.py:send_request():406] send_request: defer
