2024-05-20 19:12:37,774 INFO    StreamThr :114375 [internal.py:wandb_internal():86] W&B internal server running at pid: 114375, started at: 2024-05-20 19:12:37.774409
2024-05-20 19:12:37,776 DEBUG   HandlerThread:114375 [handler.py:handle_request():146] handle_request: status
2024-05-20 19:12:37,776 INFO    WriterThread:114375 [datastore.py:open_for_write():87] open: /home/ahmad/Desktop/Graduation Proj/MedIAnomaly/reconstruction/wandb/run-20240520_191237-de34j645/run-de34j645.wandb
2024-05-20 19:12:37,777 DEBUG   SenderThread:114375 [sender.py:send():379] send: header
2024-05-20 19:12:37,780 DEBUG   SenderThread:114375 [sender.py:send():379] send: run
2024-05-20 19:12:38,431 INFO    SenderThread:114375 [dir_watcher.py:__init__():211] watching files in: /home/ahmad/Desktop/Graduation Proj/MedIAnomaly/reconstruction/wandb/run-20240520_191237-de34j645/files
2024-05-20 19:12:38,431 INFO    SenderThread:114375 [sender.py:_start_run_threads():1124] run started: de34j645 with start time 1716221557.774427
2024-05-20 19:12:38,438 DEBUG   HandlerThread:114375 [handler.py:handle_request():146] handle_request: check_version
2024-05-20 19:12:38,439 DEBUG   SenderThread:114375 [sender.py:send_request():406] send_request: check_version
2024-05-20 19:12:38,669 DEBUG   HandlerThread:114375 [handler.py:handle_request():146] handle_request: run_start
2024-05-20 19:12:38,678 DEBUG   HandlerThread:114375 [system_info.py:__init__():26] System info init
2024-05-20 19:12:38,678 DEBUG   HandlerThread:114375 [system_info.py:__init__():41] System info init done
2024-05-20 19:12:38,678 INFO    HandlerThread:114375 [system_monitor.py:start():194] Starting system monitor
2024-05-20 19:12:38,678 INFO    SystemMonitor:114375 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-20 19:12:38,678 INFO    HandlerThread:114375 [system_monitor.py:probe():214] Collecting system info
2024-05-20 19:12:38,678 INFO    SystemMonitor:114375 [interfaces.py:start():190] Started cpu monitoring
2024-05-20 19:12:38,679 INFO    SystemMonitor:114375 [interfaces.py:start():190] Started disk monitoring
2024-05-20 19:12:38,680 INFO    SystemMonitor:114375 [interfaces.py:start():190] Started gpu monitoring
2024-05-20 19:12:38,680 INFO    SystemMonitor:114375 [interfaces.py:start():190] Started memory monitoring
2024-05-20 19:12:38,681 INFO    SystemMonitor:114375 [interfaces.py:start():190] Started network monitoring
2024-05-20 19:12:38,691 DEBUG   HandlerThread:114375 [system_info.py:probe():150] Probing system
2024-05-20 19:12:38,692 DEBUG   HandlerThread:114375 [system_info.py:_probe_git():135] Probing git
2024-05-20 19:12:38,697 DEBUG   HandlerThread:114375 [system_info.py:_probe_git():143] Probing git done
2024-05-20 19:12:38,697 DEBUG   HandlerThread:114375 [system_info.py:probe():198] Probing system done
