2024-05-16 20:54:12,822 INFO    StreamThr :13493 [internal.py:wandb_internal():86] W&B internal server running at pid: 13493, started at: 2024-05-16 20:54:12.822016
2024-05-16 20:54:12,824 DEBUG   HandlerThread:13493 [handler.py:handle_request():146] handle_request: status
2024-05-16 20:54:12,825 INFO    WriterThread:13493 [datastore.py:open_for_write():87] open: /home/ahmad/Desktop/Graduation Proj/MedIAnomaly/reconstruction/wandb/run-20240516_205412-qyz2kems/run-qyz2kems.wandb
2024-05-16 20:54:12,825 DEBUG   SenderThread:13493 [sender.py:send():379] send: header
2024-05-16 20:54:12,827 DEBUG   SenderThread:13493 [sender.py:send():379] send: run
2024-05-16 20:54:13,399 INFO    SenderThread:13493 [dir_watcher.py:__init__():211] watching files in: /home/ahmad/Desktop/Graduation Proj/MedIAnomaly/reconstruction/wandb/run-20240516_205412-qyz2kems/files
2024-05-16 20:54:13,399 INFO    SenderThread:13493 [sender.py:_start_run_threads():1124] run started: qyz2kems with start time 1715882052.822022
2024-05-16 20:54:13,407 DEBUG   HandlerThread:13493 [handler.py:handle_request():146] handle_request: check_version
2024-05-16 20:54:13,407 DEBUG   SenderThread:13493 [sender.py:send_request():406] send_request: check_version
2024-05-16 20:54:13,647 DEBUG   HandlerThread:13493 [handler.py:handle_request():146] handle_request: run_start
2024-05-16 20:54:13,655 DEBUG   HandlerThread:13493 [system_info.py:__init__():26] System info init
2024-05-16 20:54:13,655 DEBUG   HandlerThread:13493 [system_info.py:__init__():41] System info init done
2024-05-16 20:54:13,655 INFO    HandlerThread:13493 [system_monitor.py:start():194] Starting system monitor
2024-05-16 20:54:13,655 INFO    SystemMonitor:13493 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-16 20:54:13,656 INFO    HandlerThread:13493 [system_monitor.py:probe():214] Collecting system info
2024-05-16 20:54:13,656 INFO    SystemMonitor:13493 [interfaces.py:start():190] Started cpu monitoring
2024-05-16 20:54:13,657 INFO    SystemMonitor:13493 [interfaces.py:start():190] Started disk monitoring
2024-05-16 20:54:13,657 INFO    SystemMonitor:13493 [interfaces.py:start():190] Started gpu monitoring
2024-05-16 20:54:13,658 INFO    SystemMonitor:13493 [interfaces.py:start():190] Started memory monitoring
2024-05-16 20:54:13,658 INFO    SystemMonitor:13493 [interfaces.py:start():190] Started network monitoring
2024-05-16 20:54:13,663 DEBUG   HandlerThread:13493 [system_info.py:probe():150] Probing system
2024-05-16 20:54:13,665 DEBUG   HandlerThread:13493 [system_info.py:_probe_git():135] Probing git
2024-05-16 20:54:13,669 DEBUG   HandlerThread:13493 [system_info.py:_probe_git():143] Probing git done
2024-05-16 20:54:13,669 DEBUG   HandlerThread:13493 [system_info.py:probe():198] Probing system done
2024-05-16 20:54:13,669 DEBUG   HandlerThread:13493 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-14-generic-x86_64-with-glibc2.37', 'python': '3.10.13', 'heartbeatAt': '2024-05-16T17:54:13.663762', 'startedAt': '2024-05-16T17:54:12.818834', 'docker': None, 'cuda': None, 'args': ('-d', 'brats', '-m', 'ae', '-g', '0', '-f', '3'), 'state': 'running', 'program': '/home/ahmad/Desktop/Graduation Proj/MedIAnomaly/reconstruction/train.py', 'codePathLocal': 'train.py', 'codePath': 'reconstruction/train.py', 'git': {'remote': 'https://github.com/caiyu6666/MedIAnomaly.git', 'commit': 'c45d430f00229ba6b0e1d539f6ef2e4544cbcb79'}, 'email': 'ahmad.abbas176@yahoo.com', 'root': '/home/ahmad/Desktop/Graduation Proj/MedIAnomaly', 'host': 'ahmad', 'username': 'ahmad', 'executable': '/home/ahmad/anaconda3/envs/torch/bin/python', 'cpu_count': 4, 'cpu_count_logical': 4, 'cpu_freq': {'current': 3.59925, 'min': 800.0, 'max': 4200.0}, 'cpu_freq_per_core': [{'current': 3.6, 'min': 800.0, 'max': 4200.0}, {'current': 3.599, 'min': 800.0, 'max': 4200.0}, {'current': 3.6, 'min': 800.0, 'max': 4200.0}, {'current': 3.6, 'min': 800.0, 'max': 4200.0}], 'disk': {'/': {'total': 146.32369995117188, 'used': 115.4151611328125}}, 'gpu': 'NVIDIA GeForce GTX 1060 3GB', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1060 3GB', 'memory_total': 3221225472}], 'memory': {'total': 15.528789520263672}}
2024-05-16 20:54:13,669 INFO    HandlerThread:13493 [system_monitor.py:probe():224] Finished collecting system info
2024-05-16 20:54:13,669 INFO    HandlerThread:13493 [system_monitor.py:probe():227] Publishing system info
2024-05-16 20:54:13,669 DEBUG   HandlerThread:13493 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-05-16 20:54:14,400 INFO    Thread-12 :13493 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ahmad/Desktop/Graduation Proj/MedIAnomaly/reconstruction/wandb/run-20240516_205412-qyz2kems/files/conda-environment.yaml
2024-05-16 20:54:16,790 DEBUG   HandlerThread:13493 [system_info.py:_save_conda():222] Saving conda packages done
2024-05-16 20:54:16,790 INFO    HandlerThread:13493 [system_monitor.py:probe():229] Finished publishing system info
2024-05-16 20:54:16,792 DEBUG   SenderThread:13493 [sender.py:send():379] send: files
2024-05-16 20:54:16,792 INFO    SenderThread:13493 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-05-16 20:54:16,896 DEBUG   HandlerThread:13493 [handler.py:handle_request():146] handle_request: python_packages
2024-05-16 20:54:16,896 DEBUG   SenderThread:13493 [sender.py:send_request():406] send_request: python_packages
2024-05-16 20:54:16,896 DEBUG   HandlerThread:13493 [handler.py:handle_request():146] handle_request: stop_status
2024-05-16 20:54:16,897 DEBUG   SenderThread:13493 [sender.py:send_request():406] send_request: stop_status
2024-05-16 20:54:16,898 DEBUG   HandlerThread:13493 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-16 20:54:17,290 DEBUG   SenderThread:13493 [sender.py:send():379] send: telemetry
2024-05-16 20:54:17,400 INFO    Thread-12 :13493 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/ahmad/Desktop/Graduation Proj/MedIAnomaly/reconstruction/wandb/run-20240516_205412-qyz2kems/files/conda-environment.yaml
2024-05-16 20:54:17,400 INFO    Thread-12 :13493 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ahmad/Desktop/Graduation Proj/MedIAnomaly/reconstruction/wandb/run-20240516_205412-qyz2kems/files/requirements.txt
2024-05-16 20:54:17,400 INFO    Thread-12 :13493 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ahmad/Desktop/Graduation Proj/MedIAnomaly/reconstruction/wandb/run-20240516_205412-qyz2kems/files/wandb-metadata.json
2024-05-16 20:54:17,400 INFO    Thread-12 :13493 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ahmad/Desktop/Graduation Proj/MedIAnomaly/reconstruction/wandb/run-20240516_205412-qyz2kems/files/output.log
2024-05-16 20:54:17,619 INFO    wandb-upload_0:13493 [upload_job.py:push():131] Uploaded file /tmp/tmp3z4pasu9wandb/2bo202iu-wandb-metadata.json
2024-05-16 20:54:18,292 DEBUG   HandlerThread:13493 [handler.py:handle_request():146] handle_request: status_report
2024-05-16 20:54:19,264 DEBUG   SenderThread:13493 [sender.py:send():379] send: telemetry
2024-05-16 20:54:19,307 DEBUG   HandlerThread:13493 [handler.py:handle_request():146] handle_request: partial_history
2024-05-16 20:54:19,320 DEBUG   SenderThread:13493 [sender.py:send():379] send: exit
2024-05-16 20:54:19,320 INFO    SenderThread:13493 [sender.py:send_exit():586] handling exit code: 1
2024-05-16 20:54:19,320 INFO    SenderThread:13493 [sender.py:send_exit():588] handling runtime: 5
2024-05-16 20:54:19,321 INFO    SenderThread:13493 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-05-16 20:54:19,321 INFO    SenderThread:13493 [sender.py:send_exit():594] send defer
2024-05-16 20:54:19,321 DEBUG   HandlerThread:13493 [handler.py:handle_request():146] handle_request: defer
2024-05-16 20:54:19,321 INFO    HandlerThread:13493 [handler.py:handle_request_defer():172] handle defer: 0
2024-05-16 20:54:19,321 DEBUG   SenderThread:13493 [sender.py:send_request():406] send_request: defer
2024-05-16 20:54:19,321 INFO    SenderThread:13493 [sender.py:send_request_defer():610] handle sender defer: 0
2024-05-16 20:54:19,321 INFO    SenderThread:13493 [sender.py:transition_state():614] send defer: 1
2024-05-16 20:54:19,321 DEBUG   HandlerThread:13493 [handler.py:handle_request():146] handle_request: defer
2024-05-16 20:54:19,321 INFO    HandlerThread:13493 [handler.py:handle_request_defer():172] handle defer: 1
2024-05-16 20:54:19,321 DEBUG   SenderThread:13493 [sender.py:send_request():406] send_request: defer
2024-05-16 20:54:19,321 INFO    SenderThread:13493 [sender.py:send_request_defer():610] handle sender defer: 1
2024-05-16 20:54:19,322 INFO    SenderThread:13493 [sender.py:transition_state():614] send defer: 2
2024-05-16 20:54:19,322 DEBUG   HandlerThread:13493 [handler.py:handle_request():146] handle_request: defer
2024-05-16 20:54:19,322 INFO    HandlerThread:13493 [handler.py:handle_request_defer():172] handle defer: 2
2024-05-16 20:54:19,322 INFO    HandlerThread:13493 [system_monitor.py:finish():203] Stopping system monitor
2024-05-16 20:54:19,322 DEBUG   SystemMonitor:13493 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-05-16 20:54:19,322 DEBUG   SystemMonitor:13493 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-05-16 20:54:19,322 DEBUG   SystemMonitor:13493 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-05-16 20:54:19,322 INFO    HandlerThread:13493 [interfaces.py:finish():202] Joined cpu monitor
2024-05-16 20:54:19,322 INFO    HandlerThread:13493 [interfaces.py:finish():202] Joined disk monitor
2024-05-16 20:54:19,366 INFO    HandlerThread:13493 [interfaces.py:finish():202] Joined gpu monitor
2024-05-16 20:54:19,366 INFO    HandlerThread:13493 [interfaces.py:finish():202] Joined memory monitor
2024-05-16 20:54:19,366 INFO    HandlerThread:13493 [interfaces.py:finish():202] Joined network monitor
2024-05-16 20:54:19,366 DEBUG   SenderThread:13493 [sender.py:send_request():406] send_request: defer
2024-05-16 20:54:19,366 INFO    SenderThread:13493 [sender.py:send_request_defer():610] handle sender defer: 2
2024-05-16 20:54:19,366 INFO    SenderThread:13493 [sender.py:transition_state():614] send defer: 3
2024-05-16 20:54:19,366 DEBUG   SenderThread:13493 [sender.py:send():379] send: stats
2024-05-16 20:54:19,366 DEBUG   HandlerThread:13493 [handler.py:handle_request():146] handle_request: defer
2024-05-16 20:54:19,367 INFO    HandlerThread:13493 [handler.py:handle_request_defer():172] handle defer: 3
2024-05-16 20:54:19,367 DEBUG   SenderThread:13493 [sender.py:send():379] send: history
2024-05-16 20:54:19,367 DEBUG   SenderThread:13493 [sender.py:send_request():406] send_request: summary_record
2024-05-16 20:54:19,368 INFO    SenderThread:13493 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-05-16 20:54:19,368 DEBUG   SenderThread:13493 [sender.py:send_request():406] send_request: defer
2024-05-16 20:54:19,368 INFO    SenderThread:13493 [sender.py:send_request_defer():610] handle sender defer: 3
2024-05-16 20:54:19,368 INFO    SenderThread:13493 [sender.py:transition_state():614] send defer: 4
2024-05-16 20:54:19,368 DEBUG   HandlerThread:13493 [handler.py:handle_request():146] handle_request: defer
2024-05-16 20:54:19,368 INFO    HandlerThread:13493 [handler.py:handle_request_defer():172] handle defer: 4
2024-05-16 20:54:19,368 DEBUG   SenderThread:13493 [sender.py:send_request():406] send_request: defer
2024-05-16 20:54:19,368 INFO    SenderThread:13493 [sender.py:send_request_defer():610] handle sender defer: 4
2024-05-16 20:54:19,368 INFO    SenderThread:13493 [sender.py:transition_state():614] send defer: 5
2024-05-16 20:54:19,368 DEBUG   HandlerThread:13493 [handler.py:handle_request():146] handle_request: defer
2024-05-16 20:54:19,368 INFO    HandlerThread:13493 [handler.py:handle_request_defer():172] handle defer: 5
2024-05-16 20:54:19,369 DEBUG   SenderThread:13493 [sender.py:send():379] send: summary
2024-05-16 20:54:19,369 INFO    SenderThread:13493 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-05-16 20:54:19,369 DEBUG   SenderThread:13493 [sender.py:send_request():406] send_request: defer
2024-05-16 20:54:19,369 INFO    SenderThread:13493 [sender.py:send_request_defer():610] handle sender defer: 5
2024-05-16 20:54:19,369 INFO    SenderThread:13493 [sender.py:transition_state():614] send defer: 6
2024-05-16 20:54:19,369 DEBUG   HandlerThread:13493 [handler.py:handle_request():146] handle_request: defer
2024-05-16 20:54:19,369 INFO    HandlerThread:13493 [handler.py:handle_request_defer():172] handle defer: 6
2024-05-16 20:54:19,369 DEBUG   SenderThread:13493 [sender.py:send_request():406] send_request: defer
2024-05-16 20:54:19,369 INFO    SenderThread:13493 [sender.py:send_request_defer():610] handle sender defer: 6
2024-05-16 20:54:19,373 DEBUG   HandlerThread:13493 [handler.py:handle_request():146] handle_request: status_report
2024-05-16 20:54:19,400 INFO    Thread-12 :13493 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/ahmad/Desktop/Graduation Proj/MedIAnomaly/reconstruction/wandb/run-20240516_205412-qyz2kems/files/output.log
2024-05-16 20:54:19,401 INFO    Thread-12 :13493 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ahmad/Desktop/Graduation Proj/MedIAnomaly/reconstruction/wandb/run-20240516_205412-qyz2kems/files/wandb-summary.json
2024-05-16 20:54:19,586 INFO    SenderThread:13493 [sender.py:transition_state():614] send defer: 7
2024-05-16 20:54:19,586 DEBUG   HandlerThread:13493 [handler.py:handle_request():146] handle_request: defer
2024-05-16 20:54:19,586 INFO    HandlerThread:13493 [handler.py:handle_request_defer():172] handle defer: 7
2024-05-16 20:54:19,587 DEBUG   SenderThread:13493 [sender.py:send_request():406] send_request: defer
2024-05-16 20:54:19,587 INFO    SenderThread:13493 [sender.py:send_request_defer():610] handle sender defer: 7
2024-05-16 20:54:20,320 DEBUG   HandlerThread:13493 [handler.py:handle_request():146] handle_request: poll_exit
2024-05-16 20:54:20,401 INFO    Thread-12 :13493 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/ahmad/Desktop/Graduation Proj/MedIAnomaly/reconstruction/wandb/run-20240516_205412-qyz2kems/files/config.yaml
2024-05-16 20:54:21,323 INFO    SenderThread:13493 [sender.py:transition_state():614] send defer: 8
2024-05-16 20:54:21,323 DEBUG   SenderThread:13493 [sender.py:send_request():406] send_request: poll_exit
2024-05-16 20:54:21,324 DEBUG   HandlerThread:13493 [handler.py:handle_request():146] handle_request: defer
2024-05-16 20:54:21,324 INFO    HandlerThread:13493 [handler.py:handle_request_defer():172] handle defer: 8
2024-05-16 20:54:21,324 DEBUG   SenderThread:13493 [sender.py:send_request():406] send_request: defer
2024-05-16 20:54:21,324 INFO    SenderThread:13493 [sender.py:send_request_defer():610] handle sender defer: 8
2024-05-16 20:54:21,324 INFO    SenderThread:13493 [job_builder.py:build():318] Attempting to build job artifact
2024-05-16 20:54:21,325 INFO    SenderThread:13493 [job_builder.py:_get_source_type():455] is repo sourced job
2024-05-16 20:54:21,326 DEBUG   HandlerThread:13493 [handler.py:handle_request():146] handle_request: poll_exit
2024-05-16 20:54:21,339 INFO    SenderThread:13493 [job_builder.py:build():431] adding wandb-job metadata file
2024-05-16 20:54:21,341 INFO    SenderThread:13493 [sender.py:transition_state():614] send defer: 9
2024-05-16 20:54:21,342 DEBUG   SenderThread:13493 [sender.py:send_request():406] send_request: poll_exit
2024-05-16 20:54:21,342 DEBUG   SenderThread:13493 [sender.py:send():379] send: artifact
2024-05-16 20:54:21,343 DEBUG   HandlerThread:13493 [handler.py:handle_request():146] handle_request: defer
2024-05-16 20:54:21,343 INFO    HandlerThread:13493 [handler.py:handle_request_defer():172] handle defer: 9
2024-05-16 20:54:21,401 INFO    Thread-12 :13493 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/ahmad/Desktop/Graduation Proj/MedIAnomaly/reconstruction/wandb/run-20240516_205412-qyz2kems/files/output.log
2024-05-16 20:54:22,327 DEBUG   HandlerThread:13493 [handler.py:handle_request():146] handle_request: poll_exit
