2024-05-26 22:15:56,216 INFO    StreamThr :222347 [internal.py:wandb_internal():86] W&B internal server running at pid: 222347, started at: 2024-05-26 22:15:56.215214
2024-05-26 22:15:56,217 DEBUG   HandlerThread:222347 [handler.py:handle_request():146] handle_request: status
2024-05-26 22:15:56,218 INFO    WriterThread:222347 [datastore.py:open_for_write():87] open: /home/ahmad/Desktop/Graduation Proj/MedIAnomaly/reconstruction/wandb/run-20240526_221556-hp3ixdev/run-hp3ixdev.wandb
2024-05-26 22:15:56,219 DEBUG   SenderThread:222347 [sender.py:send():379] send: header
2024-05-26 22:15:56,221 DEBUG   SenderThread:222347 [sender.py:send():379] send: run
2024-05-26 22:15:56,770 INFO    SenderThread:222347 [dir_watcher.py:__init__():211] watching files in: /home/ahmad/Desktop/Graduation Proj/MedIAnomaly/reconstruction/wandb/run-20240526_221556-hp3ixdev/files
2024-05-26 22:15:56,770 INFO    SenderThread:222347 [sender.py:_start_run_threads():1124] run started: hp3ixdev with start time 1716750956.215927
2024-05-26 22:15:56,778 DEBUG   HandlerThread:222347 [handler.py:handle_request():146] handle_request: check_version
2024-05-26 22:15:56,778 DEBUG   SenderThread:222347 [sender.py:send_request():406] send_request: check_version
2024-05-26 22:15:57,060 DEBUG   HandlerThread:222347 [handler.py:handle_request():146] handle_request: run_start
2024-05-26 22:15:57,069 DEBUG   HandlerThread:222347 [system_info.py:__init__():26] System info init
2024-05-26 22:15:57,069 DEBUG   HandlerThread:222347 [system_info.py:__init__():41] System info init done
2024-05-26 22:15:57,069 INFO    HandlerThread:222347 [system_monitor.py:start():194] Starting system monitor
2024-05-26 22:15:57,069 INFO    SystemMonitor:222347 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-26 22:15:57,069 INFO    HandlerThread:222347 [system_monitor.py:probe():214] Collecting system info
2024-05-26 22:15:57,069 INFO    SystemMonitor:222347 [interfaces.py:start():190] Started cpu monitoring
2024-05-26 22:15:57,070 INFO    SystemMonitor:222347 [interfaces.py:start():190] Started disk monitoring
2024-05-26 22:15:57,070 INFO    SystemMonitor:222347 [interfaces.py:start():190] Started gpu monitoring
2024-05-26 22:15:57,071 INFO    SystemMonitor:222347 [interfaces.py:start():190] Started memory monitoring
2024-05-26 22:15:57,072 INFO    SystemMonitor:222347 [interfaces.py:start():190] Started network monitoring
2024-05-26 22:15:57,078 DEBUG   HandlerThread:222347 [system_info.py:probe():150] Probing system
2024-05-26 22:15:57,080 DEBUG   HandlerThread:222347 [system_info.py:_probe_git():135] Probing git
2024-05-26 22:15:57,085 DEBUG   HandlerThread:222347 [system_info.py:_probe_git():143] Probing git done
